# ../../../pythia/gen-events -ptmin 100 -pileup -lhc -nev 30 -out Pythia-dijet-ptmin100-lhc-pileup-30ev.dat
# Random generator sequence:     19780503
# Stamped by ../../../pythia/gen-events on 23/08/2006 at 18:25:23
#SUBSTART
       -1.3598775254        0.5822195287      -24.1335768542       24.1792733147
        0.8663229239       -0.3013374784        0.1632310365        1.3231613056
        0.4434779745        0.4335357412        0.3149948156        0.7094557572
        1.5403449823        2.0056611503        6.8774302512        7.3874716086
       -0.0208757896        0.4764750324        1.4455035020        1.6001829862
       -0.9675278162       -0.7717017918       34.2295364305       34.2647508173
       -0.2732736291        0.3850770678        3.1129720448        3.1516721849
       -0.4151246280       -0.5583789874       61.8863064449       61.8903750249
        0.2505725770       -0.1368444352       94.0104580994       94.0155866697
        0.4545758930        0.4251970627       79.0027229156       79.0107616192
        0.7531391871        1.6122915805      352.0858657516      352.0916164248
        0.2626769609        0.1902867483        2.0468286413        2.0770641550
        0.6374402923       -0.7964382657      971.1496020883      971.1505911191
        0.7539223667       -0.0231700815      496.5975051342      496.5980975810
        2.8449672335        1.9772319616       -2.9150263932        4.5299164945
       -0.2389089172        1.0006337851       -0.4113027868        1.2129123567
       -0.0388212876        0.0396050883       -0.4210693432        0.4470512634
       -0.4626101376        0.0274569056        0.1485929362        0.6931686965
        0.2252893138       -0.1509959392        0.9577173120        1.3687838702
       -0.1038330359       -0.6151532938        8.1332483599        8.2109240863
       -1.6705791824       -1.9248359662       16.6603884292       16.8803057291
        0.2111684369       -0.3548191671        3.1079425313        3.1383555110
       -0.6983638375       -0.1837448331        2.4152807360        2.5247841555
       -0.3292191059       -0.5824086098        4.0399727790        4.0973704798
        5.4116770051        1.7213282599       -2.4696639950        6.1941859045
        0.7536903837       -0.8760507793       -7.4226664615        7.5133861438
       -0.2242604478        0.1934868119      -13.0313933037       13.0684846836
        0.5595197358       -1.4075450456     -229.2228037405      229.2278505763
        0.0894125125       -0.2609655155      -53.9232564410       53.9241426690
       -0.3141856830        0.5188153125     -209.3209225007      209.3223832262
        0.3203567704       -0.0070948033      -49.8687006452       49.8699254323
       -0.1076263224        0.2222075179       -0.5912791344        0.6557822855
        1.9060967450       -0.6783910906       -3.3126157601        3.8841115113
       -0.5483521900       -0.2428739016     -117.7774804476      117.7790900721
        0.2253077081       -0.1563694631     -213.1441920385      213.1444141762
       -0.0861190874       -0.1015692673       70.8606095526       70.8608721281
       -0.3261428214        0.4503078497      132.6828125170      132.6840509010
       -0.8575792217        0.4048661367      419.4903287191      419.4914239021
       -0.9794062849       -0.1382740500      426.1436892728      426.1448600455
       -0.0625522584        0.2082771916      -15.0554377987       15.0576551717
       -0.7797180026        1.2045678600      -76.1766571081       76.1959633042
        0.1876344650        0.7547509086      -29.9368443366       29.9472700633
        0.0088854881        0.4568060733      -22.0156960584       22.0404168352
       -0.2581428480       -0.0694352798       -5.7683377884        5.7762149902
       -0.2186858502        0.0387544102      -10.8897789153       10.8929376209
       -0.9726196764       -0.0306813543      -13.5804035477       13.6159381125
       -0.2509196496       -0.1930862855       -0.9152992451        0.9685121023
       -0.1826252636       -0.3208145868       -1.0630857838        1.1253556637
       -0.2227621917       -0.0275423660       -1.1866891102        1.3062496121
       -0.5780825849        0.0923075493       -2.2925889668        2.3661496845
       -0.2482283113       -0.3375662426       -2.3933315322        2.4297333363
        1.9247206706       -1.4502112472        0.0458072805        2.5869967942
        0.4691019502       -0.1865311974       -0.2261220102        0.5704923099
        0.1286468681        0.2872603231        0.0760473711        0.3238081416
        1.5398436207        0.6128189962        0.5640945963        1.7506765012
        0.8023596358       -0.0191706076        3.5680139232        3.6598294548
        0.3158463899        0.2854570753        0.6957625394        0.8275324647
        0.8029693841        1.4746024092        5.4465825566        5.7012238535
        0.2266758526        0.8519124979        3.4492605886        3.5601313816
        0.2314343335        0.5855989658        2.8417136037        2.9106398274
       -0.5218996049        0.8471035076       18.6522994424       18.7024337941
        0.1191178641        0.1264046109        3.6905462594        3.6972663778
       -0.3492157344       -0.1238052549       11.9226644629       11.9292366499
       -0.3991802178       -0.0130471740       41.3883204791       41.4009103636
       -0.9092229178       -1.6211273632       49.0057468044       49.0409824544
       -0.2235227902       -0.1921881788       14.7685372738       14.7714790032
       -0.1014577929        0.0829991902        9.1151517447        9.1171625884
       -0.3074072468       -0.5220016096       26.4488300573       26.4561349422
       -1.5679271297       -3.0637468538      104.4363405730      104.4931272972
        0.1348866536       -0.0006136246       12.8891215434       12.8905829477
       -0.2139517852       -0.0776839446        8.2871915696        8.2903168982
        0.1978202593       -0.1031505794       26.6177613184       26.6190621602
       -0.0947285389       -0.1074859059       32.2259253605       32.2265460737
       -0.5684876897        0.0015312328       91.0172962757       91.0239209973
        0.4718774154        0.2617750182      104.6907756963      104.6933492911
       -0.2369363020        0.4902066221      117.4521877545      117.4535326393
       -0.0152215482        0.0181682571        6.8643322873        6.8643732075
       -0.0899554317       -0.2340313599       53.3533880981       53.3539772107
        0.0597292475        0.1833916667       24.6074795493       24.6082354072
        0.5960696402        1.5533309544      267.7306844847      267.7358540628
        0.1884195427       -0.0149519928       62.3651401549       62.3655827505
       -0.8190799750        0.0304540072       73.3122420255       73.3184853309
       -0.4107542433        0.3143111604       76.0986318598       76.1005174836
       -0.0848175149        0.3291191602       31.8656439593       31.8677620513
       -0.2809006247        0.0441127317       20.8152463287       20.8176562227
        0.3996200037        0.2753544754       19.7431156978       19.7495724884
       -0.2809282113        0.3420312578       23.6608595918       23.6654106757
        0.1035618515       -0.3144654903       14.5469030534       14.5513395202
        0.1697621779        0.2716486688        3.8699580745        3.8857003847
       -0.2591859672       -0.2203973630        2.2372685230        2.2672897018
       -0.0747656152       -0.2748700852        3.0083401908        3.0250180081
       -0.1127591580        0.0489867078        0.6509563291        0.6770068335
        0.2680538528       -0.0646074832        4.4354605223        4.4462137628
        0.0105478194        0.3910360909        7.0292173812        7.0414769231
       -0.0319162514        0.0094660923        1.7408185011        1.7411367861
        0.0169446313        0.3410500742       13.5744335202       13.5787277632
        0.0162419828       -0.6939516673       12.7743753444       12.7939820987
       -0.2443666179        0.1512158941       63.8613222477       63.8619688118
       -0.1324017369       -0.0196214224       31.0125742460       31.0128630827
        0.1510507627        0.0277379678      127.5759342958      127.5761030795
        0.5428841420       -0.2143111010      227.5276912356      227.5284826373
        1.6355666392        0.7346075696       -1.8199835968        2.5586220100
        4.8234484934        2.4426361308       -5.5459209698        7.7465376669
        2.9859325057        2.2209504526       -4.0710153481        5.5173417142
        2.0622832475        2.3201063165       -4.4188357120        5.4019898507
        0.6438320312        0.6246993516       -1.1403368659        1.4576065714
        0.3297934015        0.7614945249       -1.7313171903        1.9249874279
        0.7534115170        0.2905664414       -1.5500757406        1.7533603045
       -0.0296799638        0.0208087707       -0.0380334830        0.0525399945
       -0.5512814646        1.4049791206       -1.5889133026        2.1914659627
        0.4873622089        0.6391602197       -1.0859345794        1.4397836813
       -0.6278808052        0.4288315727       -1.0062926928        1.2689505868
       -0.1837580869        0.4860200026       -0.3211471590        0.6265762205
       -0.9266121086       -0.1613841013       -0.1213496276        1.0691218453
       -0.4935097825       -0.8623933604        0.2021270908        1.3814775305
       -0.2630686658       -0.0645899230        0.2426171895        0.3895123446
       -0.3404636666       -0.1057855053        0.4436292639        0.5859972612
       -0.2844852174       -0.6810553395        2.9568101620        3.0872537163
        0.1591698878        0.0217300368        0.5334767943        0.5743557457
       -0.2067242633       -0.1399792190        0.2793076062        0.3997769710
        0.0721494693       -0.3698438181        0.5958515662        0.7186855150
        0.1077902331       -0.2576289686        1.5201355662        1.6224809766
        0.1398791010       -0.0676350320        2.6414065628        2.6496507459
       -0.7291224926       -0.9022901790        3.8774987588        4.0773011614
       -1.2296117134       -0.8068302355        8.7334333933        8.8563976215
       -2.7150345593       -1.5679932389       19.1268761746       19.3821414621
       -0.2040667882       -0.4085926358        2.1368802669        2.1895954549
       -0.3158510630       -0.9199981349        6.9607863858        7.0298069216
       -1.6942777216       -1.3666397093        9.9085267553       10.1568117297
       -0.2730470472       -0.6346482097        2.5357892941        2.6319270827
       -1.8085946282       -1.0273237178        8.1748956762        8.4365163220
       -1.9710696523       -1.8129751103        8.1789795689        8.6073910622
        0.1657823411       -0.4236498775        2.6026049177        2.6420664944
        0.0569783691       -0.0382920763        0.2420020409        0.2515508009
       -1.8803977682       -1.3869630914       14.8708709497       15.0539644271
       -1.7820955614       -0.5439528355       13.8342443181       13.9598547598
       -2.3158908704       -0.5816869056       22.4335957339       22.5607492676
       -7.0445711931       -2.1490678631       59.2015595075       59.6580975550
        3.1670379291        1.1029544433       -1.6689434725        3.7485316922
        4.5916073199        1.4910859773       -2.3420162983        5.3675613922
        6.1918581562        2.3591147347       -3.2150343919        7.4245382135
        0.9941806475        0.2078281816       -0.3574697943        1.0857495806
        3.1850189131        0.7346817286       -3.1020140667        4.6031929977
        0.2050009168        0.1226067767       -0.4153386242        0.4990428391
        1.4459967333       -0.2674735911       -1.1890785683        1.8911257272
        0.3508239388       -0.1316064763       -0.2808247949        0.4682523530
        1.3170541419        0.9398848158       -1.2386704825        2.0424983302
        1.1324272025        0.2254391547       -0.8524582752        1.4420052279
        0.5617045336        0.1808489426       -2.6442618799        2.7128986339
       -0.1226959126        0.0246336960       -0.1669694798        0.2510372443
        0.3697572432        0.2627295326       -2.3423910123        2.3899838212
        0.1972949956       -0.8543317849      -14.2415665983       14.2994342221
        0.3721581746        0.1027117681       -2.3823413154        2.4174534829
        0.9878541278       -1.9548062153     -181.2441607407      181.2574478621
        0.1619986283       -0.6475628751      -30.5680551033       30.5756611346
       -0.6853074195       -0.4443119292     -153.9187519476      153.9209821312
        0.2440887204       -0.5781336701      -89.9764993443       89.9787960126
        0.0453254653        0.1058045634      -25.7403501424       25.7409858833
        0.2304383543       -0.1177274491      -43.5369286448       43.5379213697
        0.0504471167       -0.0477753993      -34.5427268002       34.5427966759
        0.0580632073       -0.1194611894     -235.4475381636      235.4475756291
       -0.5635957231        0.1480394899     -237.0154237621      237.0166540518
       -0.1211117777       -0.2715104205     -109.0030399745      109.0035347566
       -0.1072369482        0.0393537198      -45.3752823625       45.3756407970
       -0.2634481624       -0.5711080702     -104.5225093153      104.5244947498
        0.4182088020        0.1198222713     -133.4052255224      133.4060078574
       -0.4063798410        0.9739433510     -136.3701517064      136.3743064747
       -0.0649988557       -0.1458384872      -11.9899769519       11.9918522676
        0.1171206088       -0.1414971113      -13.4706837316       13.4719359732
       -0.4065608494        1.1879777006      -53.1224643168       53.1374846753
        0.1747877024        0.2738392204      -33.1786692106       33.1935599330
       -0.0846711743       -0.1878364882       -5.2964970058        5.3023402448
       -0.0296615512       -0.0849707616       -0.6059518356        0.6282971032
       -0.0612946242        0.5694060959       -1.3827052814        1.5031081176
        0.4363765851       -0.4099735281       -4.9132660931        5.0377611210
        0.2250275098       -0.0819428560       -1.0413047843        1.0775655202
        0.1261503003       -0.2424857202       -0.4332998269        0.5309818713
        0.0581403902        0.0974064839       -0.1414009824        0.2287845073
        0.6009036403       -0.8209771804       -1.2734995052        1.6359613352
        0.2338764880       -0.7037485357       -0.2346274268        0.7902468142
        0.2116766418       -0.1344281348        0.0638569712        0.2939990166
        0.4873729614        0.3230479623       -0.5209955345        0.7954926281
        0.0343968148        0.0876261575       -0.8530150971        0.8581935914
       -0.0816811101        0.2730401674       -1.5612166858        1.5870161552
       -0.2710385149       -0.1604791525       -3.2471212810        3.2653471229
       -0.0419043518        0.4813391414      -12.3049003565       12.3151734016
        0.1120822922        0.1786480126      -53.6697622805       53.6784002423
        0.5231907048       -0.2483062451      -72.9332576475       72.9416084780
       -0.1279337279       -0.0185022211     -330.3338723928      330.3352301980
       -0.0678522486       -0.3257014599     -855.5619643368      855.5620290226
        0.4127933919        0.3164717458       64.4582660048       64.4603646367
        0.1053292830        0.0077345158       12.3121022371       12.3125552010
        0.0226303035       -0.1036039437       15.5899443955       15.5903050696
        0.0749331269       -0.0201958043       31.6474883719       31.6475835269
        0.2286879077        0.0336824624      -20.6496027305       20.6508964841
        0.0175945164        0.0603933582       -4.1935949821        4.1940667375
